tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Visual Arts,135,Brigham Young University,Bradford,,Linda,1581407,1,average,TEACHER,PROFESSOR,3.0
Student Services,135,Brigham Young University,Dennis,,Lindberg,1653583,1,good,TEACHER,PROFESSOR,4.5
Music,135,Brigham Young University,Steve,,Lindeman,1625843,20,good,TEACHER,PROFESSOR,4.0
Spanish,135,Brigham Young University,Rebecca,,Lindheimer,2055293,6,good,TEACHER,PROFESSOR,4.5
Spanish,135,Brigham Young University,Rebeca,,Lindheimer,786045,16,good,TEACHER,PROFESSOR,4.7
Business,135,Brigham Young University,Ron,,Lindorf,1036397,4,good,TEACHER,PROFESSOR,4.5
Health Science,135,Brigham Young University,Gordon,,Lindsay,395229,24,good,TEACHER,PROFESSOR,4.5
Art,135,Brigham Young University,Sara,,Lindsay,2604118,2,average,TEACHER,PROFESSOR,3.0
Design,135,Brigham Young University,Nathan,,Lindsay,2503718,6,good,TEACHER,PROFESSOR,5.0
Psychology,135,Brigham Young University,Hannah,,Lindsey,2390637,3,good,TEACHER,PROFESSOR,3.7
Information Systems,135,Brigham Young University,Craig,,Lindstrom,369271,10,good,TEACHER,PROFESSOR,3.8
Religion,135,Brigham Young University,Rob,,Line,1004617,43,good,TEACHER,PROFESSOR,4.6
Religion,135,Brigham Young University,Charles,R.,Line,2612398,4,good,TEACHER,PROFESSOR,3.7
Arabic,135,Brigham Young University,Greg,,Lines,1705609,1,good,TEACHER,PROFESSOR,5.0
Exercise & Sport Science,135,Brigham Young University,Aaron,,Linford,1587992,27,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Steven,,Linford,824969,7,good,TEACHER,PROFESSOR,3.7
Psychology,135,Brigham Young University,Lauren,Elizabeth,Linford,2605123,10,good,TEACHER,PROFESSOR,4.7
Chemistry,135,Brigham Young University,Matthew,,Linford,545955,113,good,TEACHER,PROFESSOR,3.8
Writing,135,Brigham Young University,Allison,Ash,Linnell,2709607,1,good,TEACHER,PROFESSOR,5.0
Spanish,135,Brigham Young University,Tanner,,Linton,2363411,19,good,TEACHER,PROFESSOR,4.4
Communication,135,Brigham Young University,Chad,,Little,2723981,1,poor,TEACHER,PROFESSOR,2.0
Business,135,Brigham Young University,Ralph,K,Little,2447419,12,good,TEACHER,PROFESSOR,4.6
Mathematics,135,Brigham Young University,Peidong,,Liu,1835846,6,good,TEACHER,PROFESSOR,4.5
Chinese,135,Brigham Young University,Chuck,,Liu,1868168,4,average,TEACHER,PROFESSOR,3.2
Chinese,135,Brigham Young University,Yu,,Liu,1973262,7,good,TEACHER,PROFESSOR,4.8
Theatre & Media Arts,135,Brigham Young University,Lindsay,,Livingston,1693406,8,good,TEACHER,PROFESSOR,4.1
Theatre  Media Arts,135,Brigham Young University,Lindsey,,Livingston,1988012,2,good,TEACHER,PROFESSOR,3.8
Religion,135,Brigham Young University,John,,Livingstone,45482,104,good,TEACHER,PROFESSOR,4.5
Psychology,135,Brigham Young University,Jonathan,,Livingstone,1272114,24,good,TEACHER,PROFESSOR,4.0
Mathematics,135,Brigham Young University,Richard,,Llewellyn,1259935,5,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Thad,,Lloyd,1144493,21,good,TEACHER,PROFESSOR,3.6
Humanities,135,Brigham Young University,Adam,Craig,Lloyd,2211089,1,good,TEACHER,PROFESSOR,4.0
Art,135,Brigham Young University,Rebecca,F,Lloyd,2217572,6,good,TEACHER,PROFESSOR,3.8
Dance,135,Brigham Young University,Susan,,Lloyd,2690331,1,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,135,Brigham Young University,Scott,,Lloyd,2701625,2,good,TEACHER,PROFESSOR,4.0
Exercise & Sport Science,135,Brigham Young University,Barbara,,Lockhart,734931,16,good,TEACHER,PROFESSOR,4.1
Music,135,Brigham Young University,Gayle,,Lockwood,744946,6,good,TEACHER,PROFESSOR,4.8
Religion,135,Brigham Young University,Amy,,Long,105993,13,good,TEACHER,PROFESSOR,3.8
Exercise & Sport Science,135,Brigham Young University,Blaine,,Long,788408,10,good,TEACHER,PROFESSOR,3.8
Religion,135,Brigham Young University,Traci,,Longmore,2477636,1,good,TEACHER,PROFESSOR,5.0
Linguistics,135,Brigham Young University,Daryl,,Lonsdale,573720,12,good,TEACHER,PROFESSOR,3.7
Health Science,135,Brigham Young University,Geoffrey,,Loomis,2269304,1,good,TEACHER,PROFESSOR,5.0
Chemistry,135,Brigham Young University,Trina,,Loos,2131897,4,good,TEACHER,PROFESSOR,4.7
History,135,Brigham Young University,Sarah,,Loose,2163527,14,good,TEACHER,PROFESSOR,3.9
Visual Arts,135,Brigham Young University,Kelly,,Loosli,943503,13,good,TEACHER,PROFESSOR,4.5
Spanish,135,Brigham Young University,Samuel,,Lopez,1556408,31,good,TEACHER,PROFESSOR,4.5
Sociology,135,Brigham Young University,Jane,Lilly,Lopez,2446402,25,good,TEACHER,PROFESSOR,4.0
Church History,135,Brigham Young University,Craig,,Manscill,1192035,91,average,TEACHER,PROFESSOR,3.0
Art,135,Brigham Young University,Ryan,,Mansfield,2131294,2,good,TEACHER,PROFESSOR,3.5
Religion,135,Brigham Young University,TY,,Mansfield,1833186,44,good,TEACHER,PROFESSOR,4.3
Elementary Education,135,Brigham Young University,Jodi,,Mantilla,2168276,2,good,TEACHER,PROFESSOR,4.5
Engineering,135,Brigham Young University,Mark,,Manwaring,134250,4,average,TEACHER,PROFESSOR,3.1
Business Administration,135,Brigham Young University,Todd,,Manwaring,2287986,1,average,TEACHER,PROFESSOR,3.0
Business,135,Brigham Young University,Todd,,Manwaring,1870579,19,good,TEACHER,PROFESSOR,4.1
Counseling Psychology,135,Brigham Young University,Michelle,,Marchant,961974,4,good,TEACHER,PROFESSOR,3.8
Chemistry,135,Brigham Young University,Nathan,,Marchant,2334762,9,good,TEACHER,PROFESSOR,4.6
Physical Education,135,Brigham Young University,Sandra,,Marks,2562399,3,good,TEACHER,PROFESSOR,4.7
Family Life,135,Brigham Young University,Loren,,Marks,2129685,16,good,TEACHER,PROFESSOR,4.9
Religion,135,Brigham Young University,Dean,,Marriott,935660,7,good,TEACHER,PROFESSOR,4.9
Religion,135,Brigham Young University,Jeff,,Marsh,17977,279,good,TEACHER,PROFESSOR,4.0
Business,135,Brigham Young University,Scott,,Marsh,538611,74,good,TEACHER,PROFESSOR,3.9
Italian,135,Brigham Young University,Nathan,,Marshall,1343362,10,good,TEACHER,PROFESSOR,4.9
Family Life,135,Brigham Young University,Kylee,,Marshall,2526701,27,good,TEACHER,PROFESSOR,4.6
Nursing,135,Brigham Young University,Marc-Aurel,,Martial,2675502,2,good,TEACHER,PROFESSOR,4.5
Communication,135,Brigham Young University,Dennis,,Martin,359167,9,average,TEACHER,PROFESSOR,3.2
Biology,135,Brigham Young University,Roger,,Martin,980125,9,good,TEACHER,PROFESSOR,4.6
Economics,135,Brigham Young University,Mirinda,,Martin,1455371,11,average,TEACHER,PROFESSOR,2.9
Mathematics,135,Brigham Young University,Ashley,,Martin,1564981,1,good,TEACHER,PROFESSOR,5.0
Biology,135,Brigham Young University,Camie,,Martin,1651363,6,good,TEACHER,PROFESSOR,4.3
English As A Second Language,135,Brigham Young University,Teresa,,Martin,1670709,2,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Gerrad,Sheldon,Martin,2181431,12,good,TEACHER,PROFESSOR,4.9
Classics,135,Brigham Young University,John,,Martin,2443302,1,good,TEACHER,PROFESSOR,4.0
French & Italian,135,Brigham Young University,Lynette,,Martin,2453396,2,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Jan,,Martin,1736880,73,good,TEACHER,PROFESSOR,3.6
Computer Science,135,Brigham Young University,Tony,,Martinez,425828,32,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Robert,,Martinsen,1075030,14,good,TEACHER,PROFESSOR,4.2
Physics,135,Brigham Young University,Grant,,Mason,409730,17,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Brock,,Mason,2350459,3,good,TEACHER,PROFESSOR,4.3
English,135,Brigham Young University,Nicholas,,Mason,313200,25,good,TEACHER,PROFESSOR,4.5
History,135,Brigham Young University,Matthew,,Mason,387429,124,good,TEACHER,PROFESSOR,3.8
English,135,Brigham Young University,Stacie,,Mason,926878,6,good,TEACHER,PROFESSOR,3.5
Business,135,Brigham Young University,Tamara,,Masters,331901,21,good,TEACHER,PROFESSOR,4.1
History,135,Brigham Young University,Kenneth,,Matheson,481223,17,average,TEACHER,PROFESSOR,3.1
Physical Sciences,135,Brigham Young University,Philip L,,Matheson,644077,33,average,TEACHER,PROFESSOR,2.5
Family & Consumer Science,135,Brigham Young University,Martin,,Matheson,886659,8,good,TEACHER,PROFESSOR,4.7
Health Science,135,Brigham Young University,Stephanie,,Lutz,487587,71,good,TEACHER,PROFESSOR,3.9
English,135,Brigham Young University,Carol,,Lynch Williams,874048,10,good,TEACHER,PROFESSOR,4.0
Sign Language,135,Brigham Young University,Eric,,Lynn,2275503,1,good,TEACHER,PROFESSOR,5.0
Art,135,Brigham Young University,Chris,,Lynn,2044952,39,average,TEACHER,PROFESSOR,2.7
Visual Arts,135,Brigham Young University,Christopher,Croft,Lynn,2097947,2,good,TEACHER,PROFESSOR,4.2
Student Services,135,Brigham Young University,Rachel,,Lyon,2204371,5,good,TEACHER,PROFESSOR,4.4
Mathematics,135,Brigham Young University,Vicki,,Lyons,1469907,7,good,TEACHER,PROFESSOR,4.6
Mathematics,135,Brigham Young University,Joshua,W,Lytle,2125233,2,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,liel,,Maala,2417228,14,good,TEACHER,PROFESSOR,4.5
Psychology,135,Brigham Young University,James,,MacArthur,22487,23,good,TEACHER,PROFESSOR,4.4
Chemistry,135,Brigham Young University,Jeffrey Ha,,Macedone,861386,262,good,TEACHER,PROFESSOR,3.8
Languages,135,Brigham Young University,Karen,,MacFarlane,515584,17,good,TEACHER,PROFESSOR,4.5
Communication,135,Brigham Young University,Larry,,MacFarlane,1225739,13,good,TEACHER,PROFESSOR,4.2
Classics,135,Brigham Young University,Roger,,MacFarlane,1084046,42,average,TEACHER,PROFESSOR,3.0
Civil Engineering,135,Brigham Young University,Gregory,,Macfarlane,2560321,1,good,TEACHER,PROFESSOR,5.0
Spanish,135,Brigham Young University,Todd,,Mack,770055,16,good,TEACHER,PROFESSOR,4.5
Exercise & Sport Science,135,Brigham Young University,Gary,,Mack,731464,23,average,TEACHER,PROFESSOR,2.8
Economics,135,Brigham Young University,Bret,,MacKay,183506,29,average,TEACHER,PROFESSOR,3.1
Latin,135,Brigham Young University,Joshua,,MacKay,2055606,4,average,TEACHER,PROFESSOR,3.4
Early Childhood Education,135,Brigham Young University,Kathryn,,MacKay,2348216,3,poor,TEACHER,PROFESSOR,2.0
Religion,135,Brigham Young University,Michael,,MacKay,1200949,112,good,TEACHER,PROFESSOR,3.9
Business,135,Brigham Young University,Matt,,Madden,2558531,3,good,TEACHER,PROFESSOR,4.3
English,135,Brigham Young University,Patrick,,Madden,487264,16,good,TEACHER,PROFESSOR,4.1
Psychology,135,Brigham Young University,Meghan,,Maddock,2603168,6,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Anne,,Madsen,374551,19,good,TEACHER,PROFESSOR,3.8
Business,135,Brigham Young University,Peter,,Madsen,853083,7,average,TEACHER,PROFESSOR,3.4
Humanities,135,Brigham Young University,David,,Madsen,942318,7,good,TEACHER,PROFESSOR,3.9
Italian,135,Brigham Young University,Steven,,Madsen,1463411,1,good,TEACHER,PROFESSOR,5.0
Family Life,135,Brigham Young University,Nancy,,Madsen,2313395,1,good,TEACHER,PROFESSOR,5.0
Student Life,135,Brigham Young University,Holly,,Madsen,2482185,1,good,TEACHER,PROFESSOR,5.0
Music,135,Brigham Young University,Christopher,,Madsen,2573762,1,good,TEACHER,PROFESSOR,5.0
Dance,135,Brigham Young University,Jacob,,Madsen,2343887,3,good,TEACHER,PROFESSOR,5.0
Plant & Wildlife Sciences,135,Brigham Young University,Matthew,,Madsen,2400877,8,good,TEACHER,PROFESSOR,4.9
History,135,Brigham Young University,Grant,,Madsen,1676771,174,good,TEACHER,PROFESSOR,4.2
Political Science,135,Brigham Young University,David,,Magleby,50672,58,good,TEACHER,PROFESSOR,3.5
Fine Arts,135,Brigham Young University,Mark,,Magleby,24956,77,average,TEACHER,PROFESSOR,3.4
Physics,135,Brigham Young University,Stephanie,,Magleby,800420,108,average,TEACHER,PROFESSOR,2.7
Mechanical Engineering,135,Brigham Young University,Spencer,P.,Magleby,1272616,36,good,TEACHER,PROFESSOR,4.0
Health Science,135,Brigham Young University,Brianna,,Magnusson,1708376,25,good,TEACHER,PROFESSOR,3.9
Dance,135,Brigham Young University,Celeste,,Malhum,1272614,3,good,TEACHER,PROFESSOR,4.2
Business,135,Brigham Young University,Logan,,Mallory,2330062,44,good,TEACHER,PROFESSOR,4.7
Mathematics,135,Brigham Young University,Nicole,Andrea,Malloy,1989956,9,good,TEACHER,PROFESSOR,3.6
Languages,135,Brigham Young University,Marlene,,Malm,309258,21,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Kyle,,Mammen,2034561,15,average,TEACHER,PROFESSOR,3.4
Nursing,135,Brigham Young University,Barbra,,Mandelleco,1643394,1,poor,TEACHER,PROFESSOR,1.0
Writing,135,Brigham Young University,Lianna,,Manibog,2133209,8,good,TEACHER,PROFESSOR,3.9
Molecular Biosciences,135,Brigham Young University,Michael,,Mann,2683409,6,good,TEACHER,PROFESSOR,5.0
Psychology,135,Brigham Young University,Craig,,Manning,2035998,5,good,TEACHER,PROFESSOR,5.0
Languages,135,Brigham Young University,Alan,,Manning,273299,56,average,TEACHER,PROFESSOR,2.6
Church History,135,Brigham Young University,Craig,,Manscill,1192035,96,average,TEACHER,PROFESSOR,3.0
Art,135,Brigham Young University,Ryan,,Mansfield,2131294,2,good,TEACHER,PROFESSOR,3.5
Religion,135,Brigham Young University,TY,,Mansfield,1833186,44,good,TEACHER,PROFESSOR,4.3
Elementary Education,135,Brigham Young University,Jodi,,Mantilla,2168276,2,good,TEACHER,PROFESSOR,4.5
Engineering,135,Brigham Young University,Mark,,Manwaring,134250,4,average,TEACHER,PROFESSOR,3.1
English,135,Brigham Young University,Brett,,McInelly,139342,38,good,TEACHER,PROFESSOR,3.9
Music,135,Brigham Young University,Fred,,McInnis,562688,29,good,TEACHER,PROFESSOR,4.5
Economics,135,Brigham Young University,Frank,,McIntyre,380572,16,good,TEACHER,PROFESSOR,3.6
Health Science,135,Brigham Young University,Emily,,McIntyre,1160189,5,good,TEACHER,PROFESSOR,4.8
Theatre & Media Arts,135,Brigham Young University,Shirene,,McKay,1596290,91,good,TEACHER,PROFESSOR,3.7
Mathematics,135,Brigham Young University,Steve,,McKay,279580,107,average,TEACHER,PROFESSOR,3.5
Church History,135,Brigham Young University,Michael,,McKay,2384937,8,good,TEACHER,PROFESSOR,3.5
Business,135,Brigham Young University,Anna,Eileen,McKean,2129723,1,good,TEACHER,PROFESSOR,4.0
Italian,135,Brigham Young University,Miles,,McKee,1522536,2,good,TEACHER,PROFESSOR,5.0
Information Systems,135,Brigham Young University,Lynn,,McKell,373847,33,average,TEACHER,PROFESSOR,3.3
Manufacturing Engineering Tech,135,Brigham Young University,Eric,,McKell,1671512,15,good,TEACHER,PROFESSOR,4.1
Communication,135,Brigham Young University,Doug,,McKinlay,154013,15,good,TEACHER,PROFESSOR,4.6
Student Services,135,Brigham Young University,Sam,,McKnight,1181638,6,good,TEACHER,PROFESSOR,5.0
Engineering,135,Brigham Young University,Timothy,,McLain,536515,6,good,TEACHER,PROFESSOR,4.0
Portuguese,135,Brigham Young University,Rubia,,McLane,1959518,29,good,TEACHER,PROFESSOR,4.3
Music,135,Brigham Young University,Hannah,Christina,McLaughlin,2204170,1,good,TEACHER,PROFESSOR,5.0
Business,135,Brigham Young University,Brad,,McLaws,1429294,7,good,TEACHER,PROFESSOR,4.3
Religion,135,Brigham Young University,Jan,,Martin,1736880,75,good,TEACHER,PROFESSOR,3.7
Computer Science,135,Brigham Young University,Tony,,Martinez,425828,32,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Robert,,Martinsen,1075030,14,good,TEACHER,PROFESSOR,4.2
Physics,135,Brigham Young University,Grant,,Mason,409730,17,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Brock,,Mason,2350459,3,good,TEACHER,PROFESSOR,4.3
English,135,Brigham Young University,Stacie,,Mason,926878,7,good,TEACHER,PROFESSOR,3.7
English,135,Brigham Young University,Nicholas,,Mason,313200,26,good,TEACHER,PROFESSOR,4.5
History,135,Brigham Young University,Matthew,,Mason,387429,125,good,TEACHER,PROFESSOR,3.8
Business,135,Brigham Young University,Tamara,,Masters,331901,21,good,TEACHER,PROFESSOR,4.1
Family & Consumer Science,135,Brigham Young University,Martin,,Matheson,886659,8,good,TEACHER,PROFESSOR,4.7
Psychology,135,Brigham Young University,Rebekah,,Matheson,2322538,2,good,TEACHER,PROFESSOR,5.0
Science,135,Brigham Young University,Rebekka,,Matheson,2314255,26,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Kim,,Matheson,2710480,1,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Kimberly,,Matheson,2711892,2,good,TEACHER,PROFESSOR,4.5
History,135,Brigham Young University,Kenneth,,Matheson,481223,18,average,TEACHER,PROFESSOR,3.1
Social Work,135,Brigham Young University,Marty,,Matheson,2450100,6,good,TEACHER,PROFESSOR,4.7
Physical Sciences,135,Brigham Young University,Philip L,,Matheson,644077,34,average,TEACHER,PROFESSOR,2.5
Religion,135,Brigham Young University,Mark,A,Mathews,2291170,36,good,TEACHER,PROFESSOR,4.7
Music,135,Brigham Young University,Brian,,Mathias,2289149,1,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Joshua,M,Matson,2489316,5,good,TEACHER,PROFESSOR,4.0
Educational Leadership,135,Brigham Young University,Joseph,,Matthews,1312483,1,good,TEACHER,PROFESSOR,4.5
Writing,135,Brigham Young University,Lauren,V,Matthews,1894466,6,good,TEACHER,PROFESSOR,4.7
Humanities,135,Brigham Young University,Kellianne,,Matthews,2151707,17,good,TEACHER,PROFESSOR,4.1
English,135,Brigham Young University,Kristin,,Matthews,544964,35,good,TEACHER,PROFESSOR,4.7
Mechanical Engineering,135,Brigham Young University,Christopher,,Mattson,2352327,11,average,TEACHER,PROFESSOR,3.3
Plant & Wildlife Sciences,135,Brigham Young University,Jeff,,Maughan,546522,91,good,TEACHER,PROFESSOR,4.5
Health & Physical Education,135,Brigham Young University,Dale,,Maughan,873141,21,good,TEACHER,PROFESSOR,4.6
Statistics,135,Brigham Young University,Kayden,,Maughan,2771154,1,poor,TEACHER,PROFESSOR,1.0
Religion,135,Brigham Young University,Gordon,,Mauss,913951,5,good,TEACHER,PROFESSOR,4.9
Music,135,Brigham Young University,Andrew,,Maxfield,1873420,1,good,TEACHER,PROFESSOR,5.0
Music,135,Brigham Young University,Stuart,,Maxfield,2242295,4,good,TEACHER,PROFESSOR,4.5
Latin,135,Brigham Young University,Robert,,Maxwell,984652,2,good,TEACHER,PROFESSOR,4.2
Finance,135,Brigham Young University,Richard,Brian,Maxwell,2510853,2,good,TEACHER,PROFESSOR,4.0
Writing,135,Brigham Young University,Marsha,,Maxwell,2689590,1,good,TEACHER,PROFESSOR,4.0
Music,135,Brigham Young University,Brittany,,May,2002588,3,good,TEACHER,PROFESSOR,4.7
English,135,Brigham Young University,Kimberly,,May,2220170,4,good,TEACHER,PROFESSOR,4.5
Dance,135,Brigham Young University,Emma,Lou,May,2660007,1,good,TEACHER,PROFESSOR,5.0
Education,135,Brigham Young University,Clifford,,Mayes,256247,13,good,TEACHER,PROFESSOR,3.8
Organizational Ldrshp  Strat,135,Brigham Young University,Tracy ,,Maylett,1997894,9,good,TEACHER,PROFESSOR,4.1
Mechanical Engineering,135,Brigham Young University,Daniel,,Maynes,771778,18,good,TEACHER,PROFESSOR,4.5
Geology,135,Brigham Young University,Alan,,Mayo,943645,7,poor,TEACHER,PROFESSOR,2.4
Electrical Engineering,135,Brigham Young University,Brian,,Mazzeo,1238271,7,good,TEACHER,PROFESSOR,3.5
Writing,135,Brigham Young University,Ian,Duncan,McArthur,2180477,25,good,TEACHER,PROFESSOR,5.0
American Studies,135,Brigham Young University,Devon,,McBee,1635178,2,average,TEACHER,PROFESSOR,2.5
Management,135,Brigham Young University,Cheryl,,McBeth,2659447,3,good,TEACHER,PROFESSOR,3.7
French & Italian,135,Brigham Young University,Adam,,McBride,1238660,13,good,TEACHER,PROFESSOR,4.8
History,135,Brigham Young University,Spencer,W,McBride,2221520,5,good,TEACHER,PROFESSOR,5.0
Civil Engineering,135,Brigham Young University,Amy,,McCall,1736223,2,good,TEACHER,PROFESSOR,5.0
Computer Science,135,Brigham Young University,Jay,,McCarthy,1213979,26,average,TEACHER,PROFESSOR,3.4
Family & Consumer Science,135,Brigham Young University,Paul,,McCarty,310724,6,average,TEACHER,PROFESSOR,3.1
Business,135,Brigham Young University,Roger,,McCarty,1530424,5,good,TEACHER,PROFESSOR,3.8
Microbiology,135,Brigham Young University,William,,McCleary,256618,35,good,TEACHER,PROFESSOR,3.6
Sociology,135,Brigham Young University,Richard,,McClendon,184246,24,good,TEACHER,PROFESSOR,3.9
History,135,Brigham Young University,Jonathon,C,McCollum,2538014,1,good,TEACHER,PROFESSOR,5.0
History,135,Brigham Young University,Jonathan,,McCollum,2480984,6,good,TEACHER,PROFESSOR,4.2
Arabic,135,Brigham Young University,Seth,,McCombie,2416267,1,good,TEACHER,PROFESSOR,5.0
Psychology,135,Brigham Young University,Logan,,McCombs,2656799,1,average,TEACHER,PROFESSOR,3.0
Religion,135,Brigham Young University,Joseph F.,,McConkie,275096,37,good,TEACHER,PROFESSOR,3.5
History,135,Brigham Young University,Cameron,,McCoy,2270070,21,good,TEACHER,PROFESSOR,3.8
Exercise  Sport Science,135,Brigham Young University,Nicole,,McCullough,2228672,2,good,TEACHER,PROFESSOR,5.0
Economics,135,Brigham Young University,James,,McDonald,355897,20,good,TEACHER,PROFESSOR,4.7
Health  Physical Education,135,Brigham Young University,Liza,,McDonald,1955823,1,good,TEACHER,PROFESSOR,5.0
German,135,Brigham Young University,Robert,,McFarland,601574,71,good,TEACHER,PROFESSOR,4.7
Classical & Medieval Studies,135,Brigham Young University,Roger,,McFarlane,1048133,3,good,TEACHER,PROFESSOR,3.9
Management Communications,135,Brigham Young University,Susanne Sussie,Lee,McGann,2363479,1,good,TEACHER,PROFESSOR,5.0
Mathematics,135,Brigham Young University,Devin,,McGhie,2005250,10,average,TEACHER,PROFESSOR,2.6
Business,135,Brigham Young University,Kristen,,McGregor,1618522,1,good,TEACHER,PROFESSOR,4.5
Family Studies,135,Brigham Young University,Mary Jane,,McGuire,1784453,3,good,TEACHER,PROFESSOR,3.8
Political Science,135,Brigham Young University,Elizabeth,,McGuire,2721439,1,good,TEACHER,PROFESSOR,4.0
English,135,Brigham Young University,Brett,,McInelly,139342,38,good,TEACHER,PROFESSOR,3.9
Music,135,Brigham Young University,Fred,,McInnis,562688,29,good,TEACHER,PROFESSOR,4.5
Economics,135,Brigham Young University,Frank,,McIntyre,380572,16,good,TEACHER,PROFESSOR,3.6
Health Science,135,Brigham Young University,Emily,,McIntyre,1160189,5,good,TEACHER,PROFESSOR,4.8
Art,135,Brigham Young University,Hannah,Elizabeth,Miller,2163655,1,poor,TEACHER,PROFESSOR,1.0
Spanish amp Portuguese,135,Brigham Young University,Elizabeth,A.,Miller,2514970,2,good,TEACHER,PROFESSOR,4.0
Family Life,135,Brigham Young University,Richard,B,Miller,2379015,3,good,TEACHER,PROFESSOR,5.0
Family Studies,135,Brigham Young University,Kiera,,Miller,2125339,2,poor,TEACHER,PROFESSOR,1.5
Social Science,135,Brigham Young University,Rick,,Miller,297588,18,good,TEACHER,PROFESSOR,4.4
Philosophy,135,Brigham Young University,Taylor-Grey,,Miller,2390215,6,good,TEACHER,PROFESSOR,3.7
Organizational Leadership,135,Brigham Young University,Duane,,Miller,1237200,11,good,TEACHER,PROFESSOR,4.1
Religion,135,Brigham Young University,Robert,,Miller,2708711,1,good,TEACHER,PROFESSOR,4.0
Communication,135,Brigham Young University,Andrew,,Miller,2685457,1,average,TEACHER,PROFESSOR,3.0
History,135,Brigham Young University,Shawn,,Miller,306646,34,good,TEACHER,PROFESSOR,3.8
Civil Engineering,135,Brigham Young University,A. Woodruff,,Miller,1167288,11,good,TEACHER,PROFESSOR,4.5
Religion,135,Brigham Young University,Robert,,Millet,256122,52,good,TEACHER,PROFESSOR,4.2
Business,135,Brigham Young University,Gordon,,Mills,489031,20,poor,TEACHER,PROFESSOR,2.2
Physical Sciences,135,Brigham Young University,Paul,,Mills,1319383,4,good,TEACHER,PROFESSOR,4.9
Accounting,135,Brigham Young University,Brian,,Mills,2152906,1,good,TEACHER,PROFESSOR,5.0
Nursing,135,Brigham Young University,Debra,,Mills,2023214,8,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Wayne,,Mineer,875485,6,average,TEACHER,PROFESSOR,3.3
Elementary Education,135,Brigham Young University,Amy,,Miner,1908952,11,good,TEACHER,PROFESSOR,4.6
English,135,Brigham Young University,Shelah,,Miner,2000758,5,good,TEACHER,PROFESSOR,4.5
English Language & Literature,135,Brigham Young University,Alison,,McMurry,1049746,4,good,TEACHER,PROFESSOR,5.0
Neuropsychiatry,135,Brigham Young University,Richard,,McMurtrey,2248219,2,good,TEACHER,PROFESSOR,5.0
Humanities,135,Brigham Young University,Shiloh,,McMurtrey,2270138,1,good,TEACHER,PROFESSOR,5.0
Life Sciences,135,Brigham Young University,Richard,,McMurtrey,2124956,122,good,TEACHER,PROFESSOR,4.2
Dance,135,Brigham Young University,Chelsey,,McNeil,2502342,2,good,TEACHER,PROFESSOR,5.0
Communication Disorders,135,Brigham Young University,David,,McPherson,793499,15,average,TEACHER,PROFESSOR,2.9
Writing,135,Brigham Young University,Kylie,M,McQuarrie,1829986,3,good,TEACHER,PROFESSOR,4.8
Mathematics,135,Brigham Young University,Shane,,McQuarrie,2124093,7,good,TEACHER,PROFESSOR,4.8
Dance,135,Brigham Young University,Marissa,,McQuinn,2231727,5,good,TEACHER,PROFESSOR,5.0
Church History,135,Brigham Young University,Brian,,Mead,2749249,1,good,TEACHER,PROFESSOR,4.0
Statistics,135,Brigham Young University,Tracey Leigh,,Meade,784399,17,average,TEACHER,PROFESSOR,2.9
Art,135,Brigham Young University,Erin,,Meads,1835876,4,good,TEACHER,PROFESSOR,5.0
Political Science,135,Brigham Young University,Robert,Quin,Mecham,1996580,23,good,TEACHER,PROFESSOR,4.4
English,135,Brigham Young University,Dawn,,Meehan,744535,12,good,TEACHER,PROFESSOR,4.4
Mathematics,135,Brigham Young University,Mark,,Meilstrup,740067,9,average,TEACHER,PROFESSOR,2.5
Music,135,Brigham Young University,Sharon,,Meilstrup,1144435,2,average,TEACHER,PROFESSOR,3.0
Family Studies,135,Brigham Young University,Kathryn,,Meiners,1206083,10,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Cherice,,Montgomery,1625211,6,good,TEACHER,PROFESSOR,4.5
Physics,135,Brigham Young University,J. Ward,,Moody,269188,67,good,TEACHER,PROFESSOR,4.1
Physics  Astronomy,135,Brigham Young University,Joseph,Ward,Moody,2051443,25,good,TEACHER,PROFESSOR,4.4
Chemistry,135,Brigham Young University,James,,Moody,2344565,18,good,TEACHER,PROFESSOR,3.8
